// entity-file. Comments start with //, categories start with -
// category-rows start with hyphens, according to the level of category. Toplevel-categories are fixed as Items, Creatures and Commands
// the next line is the version of this file and is used for the update-check
!2400000
-Items
// Name,Id,BP-Path,MaxStack
--Basic
Beelzebufo Saddle,427,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Saddles/PrimalItemArmor_ToadSaddle.PrimalItemArmor_ToadSaddle'",1
Megaloceros Saddle,428,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Saddles/PrimalItemArmor_StagSaddle.PrimalItemArmor_StagSaddle'",1
Doedicurus Saddle,393,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Saddles/PrimalItemArmor_DoedSaddle.PrimalItemArmor_DoedSaddle'",1
Procoptodon Saddle,,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Saddles/PrimalItemArmor_ProcoptodonSaddle.PrimalItemArmor_ProcoptodonSaddle'",1
Terror Bird Saddle,,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Saddles/PrimalItemArmor_TerrorBirdSaddle.PrimalItemArmor_TerrorBirdSaddle'",1
Castoroides Saddle,,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Saddles/PrimalItemArmor_BeaverSaddle.PrimalItemArmor_BeaverSaddle'",1
Direbear Saddle,,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Saddles/PrimalItemArmor_DireBearSaddle.PrimalItemArmor_DireBearSaddle'",1
Manta Saddle,,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Saddles/PrimalItemArmor_MantaSaddle.PrimalItemArmor_MantaSaddle'",1
---Platform Saddles
Bronto Platform Saddle,415,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Saddles/PrimalItemArmor_SauroSaddle_Platform.PrimalItemArmor_SauroSaddle_Platform'",1
Plesiosaur Platform Saddle,,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Saddles/PrimalItemArmor_PlesiSaddle_Platform.PrimalItemArmor_PlesiSaddle_Platform'",1
Quetz Platform Saddle,,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Saddles/PrimalItemArmor_QuetzSaddle_Platform.PrimalItemArmor_QuetzSaddle_Platform'",1
Mosasaurus Platform Saddle,,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Saddles/PrimalItemArmor_MosaSaddle_Platform.PrimalItemArmor_MosaSaddle_Platform'",1
Paracer Platform Saddle,423,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Saddles/PrimalItemArmor_ParacerSaddle_Platform.PrimalItemArmor_ParacerSaddle_Platform'",1
--Trophies
Trophy Base,,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Misc/PrimalItemStructure_TrophyBase.PrimalItemStructure_TrophyBase'",1
Survival of the Fittest Trophy: 1st Place,,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Trophies/PrimalItemTrophy_SotF_1st.PrimalItemTrophy_SotF_1st'",1
Survival of the Fittest Trophy: 2nd Place,,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Trophies/PrimalItemTrophy_SotF_2nd.PrimalItemTrophy_SotF_2nd'",1
Survival of the Fittest Trophy: 3rd Place,,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Trophies/PrimalItemTrophy_SotF_3rd.PrimalItemTrophy_SotF_3rd'",1
SotF: Unnatural Selection Trophy: 1st Place,,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Trophies/PrimalItemTrophy_SotFUS_1st.PrimalItemTrophy_SotFUS_1st'",1
SotF: Unnatural Selection Trophy: 2nd Place,,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Trophies/PrimalItemTrophy_SotFUS_2nd.PrimalItemTrophy_SotFUS_2nd'",1
SotF: Unnatural Selection Trophy: 3rd Place,,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Trophies/PrimalItemTrophy_SotFUS_3rd.PrimalItemTrophy_SotFUS_3rd'",1
SotF: The Last Stand Trophy: 1st Place,,,1
SotF: The Last Stand Trophy: 2nd Place,,,1
SotF: The Last Stand Trophy: 3rd Place,,,1
Alpha Rex Trophy,,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Trophies/PrimalItemTrophy_AlphaRex.PrimalItemTrophy_AlphaRex'",1
Broodmother Trophy,,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Trophies/PrimalItemTrophy_Broodmother.PrimalItemTrophy_Broodmother'",1
--Skins
Hunter Hat Skin,281,,1
Parasaur ARK Founder Saddle Skin,293,,1
Rex Stomped Glasses Saddle Skin,282,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Saddles/PrimalItemArmor_RexSaddle_StompedGlasses.PrimalItemArmor_RexSaddle_StompedGlasses'",1
Rex Bone Helmet,299,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Leather/PrimalItemSkin_BoneHelmet.PrimalItemSkin_BoneHelmet'",1
Nerdry Glasses,300,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Leather/PrimalItemSkin_Glasses.PrimalItemSkin_Glasses'",1
Dino Glasses,308,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Leather/PrimalItemSkin_DinoSpecs.PrimalItemSkin_DinoSpecs'",1
Fireworks Flaregun Skin,324,,1
Trike Bone Helmet Skin,385,,1
Witch Hat Skin,,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Skin/PrimalItemSkin_WitchHat.PrimalItemSkin_WitchHat'",1
Dino Witch Hat Skin,,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Leather/PrimalItemSkin_DinoWitchHat.PrimalItemSkin_DinoWitchHat'",1
DodoRex Mask Skin,437,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Skin/PrimalItemSkin_DodorexMask.PrimalItemSkin_DodorexMask'",1
Chieftan Hat Skin,,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Skin/PrimalItemSkin_TurkeyHat.PrimalItemSkin_TurkeyHat'",1
---Costumes
Carno Bone Costume,,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Saddles/PrimalItemCostume_BoneCarno.PrimalItemCostume_BoneCarno'",1
Raptor Bone Costume,,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Saddles/PrimalItemCostume_BoneRaptor.PrimalItemCostume_BoneRaptor'",1
Rex Bone Costume,,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Saddles/PrimalItemCostume_BoneRex.PrimalItemCostume_BoneRex'",1
Bronto Bone Costume,,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Saddles/PrimalItemCostume_BoneSauro.PrimalItemCostume_BoneSauro'",1
Stego Bone Costume,,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Saddles/PrimalItemCostume_BoneStego.PrimalItemCostume_BoneStego'",1
Trike Bone Costume,,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Saddles/PrimalItemCostume_BoneTrike.PrimalItemCostume_BoneTrike'",1
Bionic Rex Costume,,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Saddles/PrimalItemCostume_BionicRex.PrimalItemCostume_BionicRex'",1
--Recipes
Rockwell Recipes- Enduro Stew,256,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Notes/PrimalItem_RecipeNote_EnduroStew.PrimalItem_RecipeNote_EnduroStew'",1
Rockwell Recipes- Lazarus Chowder,257,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Notes/PrimalItem_RecipeNote_LazarusChowder.PrimalItem_RecipeNote_LazarusChowder'",1
Rockwell Recipes- Calien Soup,258,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Notes/PrimalItem_RecipeNote_CalienSoup.PrimalItem_RecipeNote_CalienSoup'",1
Rockwell Recipes- Fria Curry,259,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Notes/PrimalItem_RecipeNote_FriaCurry.PrimalItem_RecipeNote_FriaCurry'",1
Rockwell Recipes- Focal Chili,260,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Notes/PrimalItem_RecipeNote_FocalChili.PrimalItem_RecipeNote_FocalChili'",1
Rockwell Recipes- Battle Tartare,261,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Notes/PrimalItem_RecipeNote_BattleTartare.PrimalItem_RecipeNote_BattleTartare'",1
Rockwell Recipes- Shadow Steak Saute,262,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Notes/PrimalItem_RecipeNote_ShadowSteak.PrimalItem_RecipeNote_ShadowSteak'",1
Rockwell Recipes- Egg-based Kibble,356,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Notes/PrimalItem_RecipeNote_Kibble.PrimalItem_RecipeNote_Kibble'",1
Notes on Rockwell Recipes,263,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Notes/PrimalItem_RecipeNote_Measurements.PrimalItem_RecipeNote_Measurements'",1
Rockwell Recipes- Medical Brew,301,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Notes/PrimalItem_RecipeNote_HealSoup.PrimalItem_RecipeNote_HealSoup'",1
Rockwell Recipes- Energy Brew,302,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Notes/PrimalItem_RecipeNote_StaminaSoup.PrimalItem_RecipeNote_StaminaSoup'",1
Rockwell Recipes- Mindwipe Tonic,420,,1
Rockwell Recipes- Meat Jerky,304,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Notes/PrimalItem_RecipeNote_Jerky.PrimalItem_RecipeNote_Jerky'",1
Rockwell Recipes- Decorative Coloring,371,,100
--Event-Items
---Winter-Wonderland
Mistletoe,,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Resources/PrimalItemResource_MistleToe.PrimalItemResource_MistleToe'",200
Coal,,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Resources/PrimalItemResource_Coal.PrimalItemResource_Coal'",200
Wreath,,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Christmas/PrimalItemStructure_Wreath.PrimalItemStructure_Wreath'",100
Holiday Tree,,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Christmas/PrimalItemStructure_ChristmasTree.PrimalItemStructure_ChristmasTree'",100
Holiday Lights,,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Christmas/PrimalItemStructure_XmasLights.PrimalItemStructure_XmasLights'",100
Snowman,,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Christmas/PrimalItemStructure_Snowman.PrimalItemStructure_Snowman'",100
Holiday Stocking,,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Christmas/PrimalItemStructure_Stocking.PrimalItemStructure_Stocking'",100
Gift Box,,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Christmas/PrimalItemStructure_StorageBox_ChristmasGift.PrimalItemStructure_StorageBox_ChristmasGift'",100
Santa Hat Skin,,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Skin/PrimalItemSkin_SantaHat.PrimalItemSkin_SantaHat'",1
Dino Santa Hat Skin,,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Skin/PrimalItemSkin_DinoSantaHat.PrimalItemSkin_DinoSantaHat'",1
Candy Cane Club Skin,,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Leather/PrimalItemSkin_CandyClub.PrimalItemSkin_CandyClub'",1
Top Hat Skin,,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Skin/PrimalItemSkin_TopHat.PrimalItemSkin_TopHat'",1
Megaloceros Reindeer Costume,,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Saddles/PrimalItemCostume_ReindeerStag.PrimalItemCostume_ReindeerStag'",1
---Eggcelent Adventures
Easter Egg,,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Halloween/PrimalItemStructure_EasterEgg.PrimalItemStructure_EasterEgg'
Dino Bunny Hat,,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Leather/PrimalItemSkin_DinoBunnyHat.PrimalItemSkin_DinoBunnyHat'
Bunny Hat,,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Skin/PrimalItemSkin_BunnyHat.PrimalItemSkin_BunnyHat'
Bunny Costume for Procop,,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Saddles/PrimalItemCostume_ProcopBunny.PrimalItemCostume_ProcopBunny'
--Vehicles
Wooden Raft,414,"Blueprint'/Game/PrimalEarth/Items/Raft/PrimalItemRaft.PrimalItemRaft'",2
Dune Buggy Vehicle Test,,"Blueprint'/Game/PrimalEarth/Vehicles/VH_Buggy/Blueprint/PrimalItemVHBuggy.PrimalItemVHBuggy'",1
//////////////////// Creatures
-Creatures
// Name,Id,BP-Path
Dung Beetle,DungBeetle_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/DungBeetle/DungBeetle_Character_BP.DungBeetle_Character_BP'"
--Carnivores
Arthropluera,Arthro_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/Arthropluera/Arthro_Character_BP.Arthro_Character_BP'"
Carnotaurus,Carno_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/Carno/Carno_Character_BP.Carno_Character_BP'"
Coelacanth,Coel_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/Coelcanth/Coel_Character_BP.Coel_Character_BP'"
Dilophosaur,Dilo_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/Dilo/Dilo_Character_BP.Dilo_Character_BP'"
Dimetrodon,Dimetro_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/Dimetrodon/Dimetro_Character_BP.Dimetro_Character_BP'"
Dimorphodon,Dimorph_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/Dimorphodon/Dimorph_Character_BP.Dimorph_Character_BP'"
Direwolf,Direwolf_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/Direwolf/Direwolf_Character_BP.Direwolf_Character_BP'"
Giganotosaurus,Gigant_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/Giganotosaurus/Gigant_Character_BP.Gigant_Character_BP'"
Lystrosaurus,Lystro_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/Lystrosaurus/Lystro_Character_BP.Lystro_Character_BP'"
Meganeura,Dragonfly_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/Dragonfly/Dragonfly_Character_BP.Dragonfly_Character_BP'"
Oviraptor,OviRaptor_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/oviRaptor/oviRaptor_Character_BP.OviRaptor_Character_BP'"
Raptor,Raptor_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/Raptor/Raptor_Character_BP.Raptor_Character_BP'"
Rex,Rex_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/Rex/Rex_Character_BP.Rex_Character_BP'"
Sabertooth,Saber_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/Saber/Saber_Character_BP.Saber_Character_BP'"
Sarco,Sarco_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/Sarco/Sarco_Character_BP.Sarco_Character_BP'"
Scorpion,Scorpion_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/Scorpion/Scorpion_Character_BP.Scorpion_Character_BP'"
Spider,SpiderS_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/Spider-Small/SpiderS_Character_BP.SpiderS_Character_BP'"
Spinosaur,Spino_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/Spino/Spino_Character_BP.Spino_Character_BP'"
Titanoboa,BoaFrill_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/BoaFrill/BoaFrill_Character_BP.BoaFrill_Character_BP'"
Titanomyrma,Ant_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/Ant/Ant_Character_BP.Ant_Character_BP'"
Titanomyrma Flying,FlyingAnt_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/Ant/FlyingAnt_Character_BP.FlyingAnt_Character_BP'"
Trilobite,Trilobite_Character_C,"Blueprint'/Game/PrimalEarth/Dinos/Trilobite/Trilobite_Character.Trilobite_Character'"
Turkey,,"Blueprint'/Game/PrimalEarth/Dinos/Dodo/Turkey_Character_BP.Turkey_Character_BP'"
---Alphas
Alpha Carno,MegaCarno_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/Carno/MegaCarno_Character_BP.MegaCarno_Character_BP'"
Alpha Raptor,MegaRaptor_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/Raptor/MegaRaptor_Character_BP.MegaRaptor_Character_BP'"
Alpha Rex,MegaRex_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/Rex/MegaRex_Character_BP.MegaRex_Character_BP'"
---Water
Angler,Angler_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/Anglerfish/Angler_Character_BP.Angler_Character_BP'"
Megalodon,Megalodon_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/Megalodon/Megalodon_Character_BP.Megalodon_Character_BP'"
Mosasaurus,Mosa_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/Mosasaurus/Mosa_Character_BP.Mosa_Character_BP'"
Piranha,Piranha_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/Piranha/Piranha_Character_BP.Piranha_Character_BP'"
Plesiosaur,Plesiosaur_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/Plesiosaur/Plesiosaur_Character_BP.Plesiosaur_Character_BP'"
Eurypterid,Euryp_Character_C,"Blueprint'/Game/PrimalEarth/Dinos/Eurypterid/Euryp_Character.Euryp_Character'"
Dunkleosteus,Dunkle_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/Dunkleosteus/Dunkle_Character_BP.Dunkle_Character_BP'"
Manta,Manta_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/Manta/Manta_Character_BP.Manta_Character_BP'"
Sabertooth Salmon,Salmon_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/Salmon/Salmon_Character_BP.Salmon_Character_BP'"
---Flying
Argentavis,Argent_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/Argentavis/Argent_Character_BP.Argent_Character_BP'"
Bat,Bat_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/Bat/Bat_Character_BP.Bat_Character_BP'"
Beelzebufo,Toad_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/Toad/Toad_Character_BP.Toad_Character_BP'"
Pteranodon,Ptero_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/Ptero/Ptero_Character_BP.Ptero_Character_BP'"
Quetzalcoatlus,Quetz_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/Quetzalcoatlus/Quetz_Character_BP.Quetz_Character_BP'"
Terror Bird,TerrorBird_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/TerrorBird/TerrorBird_Character_BP.TerrorBird_Character_BP'"
--Herbivores
Ankylosaurus,Ankylo_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/Ankylo/Ankylo_Character_BP.Ankylo_Character_BP'"
Brontosaurus,Sauropod_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/Sauropod/Sauropod_Character_BP.Sauropod_Character_BP'"
Carbonemys,Turtle_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/Turtle/Turtle_Character_BP.Turtle_Character_BP'"
Castoroides,,"Blueprint'/Game/PrimalEarth/Dinos/Beaver/Beaver_Character_BP.Beaver_Character_BP'"
Dodo,Dodo_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/Dodo/Dodo_Character_BP.Dodo_Character_BP'"
Doedicurus,Doed_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/Doedicurus/Doed_Character_BP.Doed_Character_BP'"
Gigantopithecus,BigFoot_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/Bigfoot/Bigfoot_Character_BP.Bigfoot_Character_BP'"
Ichthyosaurus,Dolphin_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/Dolphin/Dolphin_Character_BP.Dolphin_Character_BP'"
Kairuku,Kairuku_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/Kairuku/Kairuku_Character_BP.Kairuku_Character_BP'"
Mammoth,Mammoth_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/Mammoth/Mammoth_Character_BP.Mammoth_Character_BP'"
Megaloceros,Stag_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/Stag/Stag_Character_BP.Stag_Character_BP'"
Mesopithecus,Monkey_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/Monkey/Monkey_Character_BP.Monkey_Character_BP'"
Pachy,Pachy_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/Pachy/Pachy_Character_BP.Pachy_Character_BP'"
Paracer,Paracer_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/Paraceratherium/Paracer_Character_BP.Paracer_Character_BP'"
Parasaur,Para_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/Para/Para_Character_BP.Para_Character_BP'"
Phiomia,Phiomia_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/Phiomia/Phiomia_Character_BP.Phiomia_Character_BP'"
Stegosaurus,Stego_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/Stego/Stego_Character_BP.Stego_Character_BP'"
Triceratops,Trike_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/Trike/Trike_Character_BP.Trike_Character_BP'"
Procoptodon,Procoptodon_Character_BP_C ,"Blueprint'/Game/PrimalEarth/Dinos/Procoptodon/Procoptodon_Character_BP.Procoptodon_Character_BP'"
Gallimimus,Galli_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/Gallimimus/Galli_Character_BP.Galli_Character_BP'"
DodoBunny,,"Blueprint'/Game/PrimalEarth/Dinos/Dodo/Dodo_Character_BP_Bunny.Dodo_Character_BP_Bunny'"
Yeti,Yeti_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/Bigfoot/Yeti_Character_BP.Yeti_Character_BP'"
Dung Beetle,DungBeetle_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/DungBeetle/DungBeetle_Character_BP.DungBeetle_Character_BP'"
Woolly Rhino,Rhino_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/WoollyRhino/Rhino_Character_BP.Rhino_Character_BP'"
--Omnivores
Direbear,Direbear_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/Direbear/Direbear_Character_BP.Direbear_Character_BP'"
--Bosses
Broodmother Lysrix,SpiderL_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/Spider-Large/SpiderL_Character_BP.SpiderL_Character_BP'"
Dragon,Dragon_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/Dragon/Dragon_Character_BP.Dragon_Character_BP'"
DodoRex,DodoRex_Character_BP_C,"Blueprint'/Game/PrimalEarth/Dinos/DodoRex/DodoRex_Character_BP.DodoRex_Character_BP'"
///////// Commands: here you can define some commands you use often
-Commands
// name,command
Show AdminManager,ShowMyAdminManager
spectatorEnable,enablespectator
spectatorDisable,DisableSpectator
Ghost,ghost
enable GodMode,SetGodMode 1
disable GodMode,SetGodMode 0
toggle Godmode,god
InfiniteStats,InfiniteStats
Suicide,suicide
--Server
saveworld,saveworld
--Levelup
10 000 XP,addexperience 10000 0 1
XP to level 89,addexperience 507000 0 1
Learn all Engrams,GiveEngrams
--Resources
Give 50 Resources,GiveResources
GiveColors 20,GiveColors 20
--Time
Morning,settimeofday 8:00
Noon,settimeofday 12:00
Evening,settimeofday 18:00
Night,settimeofday 0:00
-Commands
playersonly (freeze everything else),playersonly
--Dino
forcetame,forcetame
DoTame,dotame
Kill,kill
DestroyMyTarget,DestroyMyTarget
set Baby Age to Adult,SetBabyAge 1
---Coloring
Set Dino-Color Region 0 to Red,SetTargetDinoColor 0 1
Set Dino-Color Region 1 to Green,SetTargetDinoColor 1 2
Set All Regions to White,setTargetDinoColor 0 18|setTargetDinoColor 1 18|setTargetDinoColor 2 18|setTargetDinoColor 3 18|setTargetDinoColor 4 18|setTargetDinoColor 5 18
---Destroy Dinos
Destroy All Wild Dinos,DestroyWildDinos
----Destroy Alpha Dinos
Destroy All Alpha Carnos,destroyall MegaCarno_Character_BP_C
Destroy All Alpha Raptors,destroyall MegaRaptor_Character_BP_C
Destroy All Alpha Rexes,destroyall MegaRex_Character_BP_C
----Destroy Boss Dinos
Destroy All Broodmother Lysrixes,destroyall SpiderL_Character_BP_C
Destroy All Dragons,destroyall Dragon_Character_BP_C
Destroy All Megapithecus,destroyall Gorilla_Character_BP_C
----Destroy Holiday Dinos
Destroy All Dodo Rexes,destroyall DodoRex_Character_BP_C
Destroy All Skeletal Brontos,destroyall Bone_Sauropod_Character_BP_C
Destroy All Skeletal Stegos,destroyall Bone_Stego_Character_BP_C
Destroy All Skeletal Trikes,destroyall Bone_Trike_Character_BP_C
Destroy All Turkeys,destroyall Turkey_Character_BP_C
Destroy All Zombie Dodos,destroyall ZombieDodo_Character_BP_C
----Destroy Untameable Dinos
Destroy All Ammonites,destroyall Ammonite_Character_BP_C
Destroy All Cnidarias,destroyall Cnidaria_Character_BP_C
Destroy All Coelacanths,destroyall Coel_Character_BP_C
Destroy All Meganeuras (Dragonflies),destroyall Dragonfly_Character_BP_C
Destroy All Eurypterids,destroyall Eurypterid_Character_BP_C
Destroy All Leeches,destroyall Leech_Character_BP_C
Destroy All Leedsichthysea,destroyall Leedsichthys_Character_BP_C
Destroy All Piranhas,destroyall Piranha_Character_BP_C
Destroy All Sabertooth Salmons,destroyall Sabertooth_Salmon_Character_BP_C
Destroy All Titanoboas (Snakes),destroyall BoaFrill_Character_BP_C
Destroy All Titanomyrma Soldiers (Ants),destroyall Ant_Character_BP_C
Destroy All Trilobites,destroyall Trilobite_Character_C
--Structures
DestroyStructures (destroy all structures),DestroyStructures
--TimeSpeed
SloMo (0.2),slomo 0.2
FastMo (2),slomo 2
VeryFastMo (5),slomo 5
--Locations
---Caves
Dead Island,setplayerpos 283798 -281965 -13789
North West Shores,setplayerpos -247496 -245689 -11318
Grand Hills (Central),setplayerpos -23865 -67516 -74
Southern Islets N,setplayerpos 49556 146296 -13500
Southern Islets S,setplayerpos 28500 241600 -13280
South Eastern Shores,setplayerpos 289506 165317 -14143
Snow Cave,setplayerpos -143930 -164269 50
Swamp Cave,setplayerpos -102303 101617 -5179
---Underwater Caves
Underwater Cave 06.3 / 89.7,setplayerpos 323754 -334078 -43876
Underwater Cave 10.0 / 21.5,setplayerpos -225855 -314524 -40153
Underwater Cave 10.4 / 39.5,setplayerpos -75946 -315973 -40449
Underwater Cave 16.0 / 10.1,setplayerpos -311620 -271847 -35708
Underwater Cave 36.3 / 91.5,setplayerpos 333176 -109256 -44239
Underwater Cave 50.5 / 11.2,setplayerpos -311222 -2947 -41654
Underwater Cave 52.7 / 91.9,setplayerpos 334176 -16500 -44239
Underwater Cave 83.0 / 09.9,setplayerpos -316633 269605 -40130
Underwater Cave 87.4 / 89.7,setplayerpos 325096 299832 -44327
